indicateur_id,nom_indicateur,nom_origine,theme,definition,unite,source,annee,statut,table_pg,mode_stockage,colonne_valeur,filtre_indicateur,colonne_territoire
461,Statut d'occupation du logement (%) - Propriétaire,Statut d'occupation du logement (%) - Propriétaire,socio_economic,"Statut d'occupation du logement (%) - Propriétaire. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Statut d'occupation du logement (%) - Propriétaire,territoire_id
462,Statut d'occupation du logement (%) - Locataire,Statut d'occupation du logement (%) - Locataire,socio_economic,"Statut d'occupation du logement (%) - Locataire. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Statut d'occupation du logement (%) - Locataire,territoire_id
463,Statut d'occupation du logement (%) - Autre,Statut d'occupation du logement (%) - Autre,socio_economic,"Statut d'occupation du logement (%) - Autre. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Statut d'occupation du logement (%) - Autre,territoire_id
464,Âge du logement (%) - Moins de 10 ans,Âge du logement (%) - Moins de 10 ans,socio_economic,"Âge du logement (%) - Moins de 10 ans. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Âge du logement (%) - Moins de 10 ans,territoire_id
465,Âge du logement (%) - 10-19 ans,Âge du logement (%) - 10-19 ans,socio_economic,"Âge du logement (%) - 10-19 ans. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Âge du logement (%) - 10-19 ans,territoire_id
466,Âge du logement (%) - 20-49 ans,Âge du logement (%) - 20-49 ans,socio_economic,"Âge du logement (%) - 20-49 ans. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Âge du logement (%) - 20-49 ans,territoire_id
467,Âge du logement (%) - 50 ans ou plus,Âge du logement (%) - 50 ans ou plus,socio_economic,"Âge du logement (%) - 50 ans ou plus. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Âge du logement (%) - 50 ans ou plus,territoire_id
468,Disponibilité des éléments essentiels de confort (%) - Cuisine,Disponibilité des éléments essentiels de confort (%) - Cuisine,socio_economic,"Disponibilité des éléments essentiels de confort (%) - Cuisine. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Disponibilité des éléments essentiels de confort (%) - Cuisine,territoire_id
469,Disponibilité des éléments essentiels de confort (%) - W.-C.,Disponibilité des éléments essentiels de confort (%) - W.-C.,socio_economic,"Disponibilité des éléments essentiels de confort (%) - W.-C.. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Disponibilité des éléments essentiels de confort (%) - W.-C.,territoire_id
470,Disponibilité des éléments essentiels de confort (%) - Pièce d'eau,Disponibilité des éléments essentiels de confort (%) - Pièce d'eau,socio_economic,"Disponibilité des éléments essentiels de confort (%) - Pièce d'eau. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Disponibilité des éléments essentiels de confort (%) - Pièce d'eau,territoire_id
471,Disponibilité des éléments essentiels de confort (%) - Électricité,Disponibilité des éléments essentiels de confort (%) - Électricité,socio_economic,"Disponibilité des éléments essentiels de confort (%) - Électricité. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Disponibilité des éléments essentiels de confort (%) - Électricité,territoire_id
472,Disponibilité des éléments essentiels de confort (%) - Eau courante,Disponibilité des éléments essentiels de confort (%) - Eau courante,socio_economic,"Disponibilité des éléments essentiels de confort (%) - Eau courante. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Disponibilité des éléments essentiels de confort (%) - Eau courante,territoire_id
473,Mode d’évacuation des eaux usées (%) - Réseau public d'assainissement,Mode d’évacuation des eaux usées (%) - Réseau public d'assainissement,socio_economic,"Mode d’évacuation des eaux usées (%) - Réseau public d'assainissement. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Mode d’évacuation des eaux usées (%) - Réseau public d'assainissement,territoire_id
474,Mode d’évacuation des eaux usées (%) - Fosse septique,Mode d’évacuation des eaux usées (%) - Fosse septique,socio_economic,"Mode d’évacuation des eaux usées (%) - Fosse septique. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Mode d’évacuation des eaux usées (%) - Fosse septique,territoire_id
475,Mode d’évacuation des eaux usées (%) - Autre,Mode d’évacuation des eaux usées (%) - Autre,socio_economic,"Mode d’évacuation des eaux usées (%) - Autre. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Mode d’évacuation des eaux usées (%) - Autre,territoire_id
476,Mode d’évacuation des déchets ménagers (%) - Bac à ordures de la commune,Mode d’évacuation des déchets ménagers (%) - Bac à ordures de la commune,socio_economic,"Mode d’évacuation des déchets ménagers (%) - Bac à ordures de la commune. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Mode d’évacuation des déchets ménagers (%) - Bac à ordures de la commune,territoire_id
477,Mode d’évacuation des déchets ménagers (%) - Camion de la commune / Camion privé,Mode d’évacuation des déchets ménagers (%) - Camion de la commune / Camion privé,socio_economic,"Mode d’évacuation des déchets ménagers (%) - Camion de la commune / Camion privé. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Mode d’évacuation des déchets ménagers (%) - Camion de la commune / Camion privé,territoire_id
478,Mode d’évacuation des déchets ménagers (%) - Dans la nature,Mode d’évacuation des déchets ménagers (%) - Dans la nature,socio_economic,"Mode d’évacuation des déchets ménagers (%) - Dans la nature. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Mode d’évacuation des déchets ménagers (%) - Dans la nature,territoire_id
479,Mode d’évacuation des déchets ménagers (%) - Autre,Mode d’évacuation des déchets ménagers (%) - Autre,socio_economic,"Mode d’évacuation des déchets ménagers (%) - Autre. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Mode d’évacuation des déchets ménagers (%) - Autre,territoire_id
480,Combustible de cuisson utilisé (%) - Gaz,Combustible de cuisson utilisé (%) - Gaz,socio_economic,"Combustible de cuisson utilisé (%) - Gaz. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Combustible de cuisson utilisé (%) - Gaz,territoire_id
481,Combustible de cuisson utilisé (%) - Électricité,Combustible de cuisson utilisé (%) - Électricité,socio_economic,"Combustible de cuisson utilisé (%) - Électricité. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Combustible de cuisson utilisé (%) - Électricité,territoire_id
482,Combustible de cuisson utilisé (%) - Charbon,Combustible de cuisson utilisé (%) - Charbon,socio_economic,"Combustible de cuisson utilisé (%) - Charbon. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Combustible de cuisson utilisé (%) - Charbon,territoire_id
483,Combustible de cuisson utilisé (%) - Bois énergie,Combustible de cuisson utilisé (%) - Bois énergie,socio_economic,"Combustible de cuisson utilisé (%) - Bois énergie. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Combustible de cuisson utilisé (%) - Bois énergie,territoire_id
484,Combustible de cuisson utilisé (%) - Autre,Combustible de cuisson utilisé (%) - Autre,socio_economic,"Combustible de cuisson utilisé (%) - Autre. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Combustible de cuisson utilisé (%) - Autre,territoire_id
485,Distance moyenne des logements à la route goudronnée (Km),Distance moyenne des logements à la route goudronnée (Km),socio_economic,"Distance moyenne des logements à la route goudronnée (Km). Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Distance moyenne des logements à la route goudronnée (Km),territoire_id
486,Privation éducation — scolarisation (indice de pauvreté multidimensionnelle),priv_scolarisation,education,"Privation éducation — scolarisation (indice de pauvreté multidimensionnelle). Niveau commune, 2024. Thème : education.",%,"HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveau commune, 2024",2024.0,validé,education_pauvrete_communale,long,valeur,priv_scolarisation,territoire_id
487,Privation éducation — années de scolarité (indice de pauvreté multidimensionnelle),priv_annees_scolarite,education,"Privation éducation — années de scolarité (indice de pauvreté multidimensionnelle). Niveau commune, 2024. Thème : education.",%,"HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveau commune, 2024",2024.0,validé,education_pauvrete_communale,long,valeur,priv_annees_scolarite,territoire_id
488,Contribution de l'éducation à la pauvreté multidimensionnelle,contrib_education,education,"Contribution de l'éducation à la pauvreté multidimensionnelle. Niveau commune, 2024. Thème : education.",%,"HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveau commune, 2024",2024.0,validé,education_pauvrete_communale,long,valeur,contrib_education,territoire_id
489,Privation conditions de vie — électricité (indice de pauvreté multidimensionnelle),priv_electricite,socio_economic,"Privation conditions de vie — électricité (indice de pauvreté multidimensionnelle). Niveau commune, 2024. Thème : socio_economic.",%,"HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveau commune, 2024",2024.0,validé,socio_economic_pauvrete_communale_conditions_vie,long,valeur,priv_electricite,territoire_id
490,Privation conditions de vie — eau (indice de pauvreté multidimensionnelle),priv_eau,socio_economic,"Privation conditions de vie — eau (indice de pauvreté multidimensionnelle). Niveau commune, 2024. Thème : socio_economic.",%,"HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveau commune, 2024",2024.0,validé,socio_economic_pauvrete_communale_conditions_vie,long,valeur,priv_eau,territoire_id
491,Privation conditions de vie — assainissement (indice de pauvreté multidimensionnelle),priv_assainissement,socio_economic,"Privation conditions de vie — assainissement (indice de pauvreté multidimensionnelle). Niveau commune, 2024. Thème : socio_economic.",%,"HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveau commune, 2024",2024.0,validé,socio_economic_pauvrete_communale_conditions_vie,long,valeur,priv_assainissement,territoire_id
492,Privation conditions de vie — logement (indice de pauvreté multidimensionnelle),priv_logement,socio_economic,"Privation conditions de vie — logement (indice de pauvreté multidimensionnelle). Niveau commune, 2024. Thème : socio_economic.",%,"HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveau commune, 2024",2024.0,validé,socio_economic_pauvrete_communale_conditions_vie,long,valeur,priv_logement,territoire_id
493,Privation conditions de vie — combustible de cuisson (indice de pauvreté multidimensionnelle),priv_cuisson,socio_economic,"Privation conditions de vie — combustible de cuisson (indice de pauvreté multidimensionnelle). Niveau commune, 2024. Thème : socio_economic.",%,"HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveau commune, 2024",2024.0,validé,socio_economic_pauvrete_communale_conditions_vie,long,valeur,priv_cuisson,territoire_id
494,Privation conditions de vie — communication (indice de pauvreté multidimensionnelle),priv_communication,socio_economic,"Privation conditions de vie — communication (indice de pauvreté multidimensionnelle). Niveau commune, 2024. Thème : socio_economic.",%,"HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveau commune, 2024",2024.0,validé,socio_economic_pauvrete_communale_conditions_vie,long,valeur,priv_communication,territoire_id
495,Contribution des conditions de vie à la pauvreté multidimensionnelle,contrib_conditions_vie,socio_economic,"Contribution des conditions de vie à la pauvreté multidimensionnelle. Niveau commune, 2024. Thème : socio_economic.",%,"HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveau commune, 2024",2024.0,validé,socio_economic_pauvrete_communale_conditions_vie,long,valeur,contrib_conditions_vie,territoire_id
496,Indice de pauvreté multidimensionnelle (MPI),MPI,socio_economic,"Indice de pauvreté multidimensionnelle (MPI). Niveau commune, 2024. Thème : socio_economic.",,"HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveau commune, 2024",2024.0,validé,socio_economic_pauvrete_communale_indice_global,long,valeur,MPI,territoire_id
497,Taux de pauvreté multidimensionnelle (incidence H),taux_pauvrete_H,socio_economic,"Taux de pauvreté multidimensionnelle (incidence H). Niveau commune, 2024. Thème : socio_economic.",%,"HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveau commune, 2024",2024.0,validé,socio_economic_pauvrete_communale_indice_global,long,valeur,taux_pauvrete_H,territoire_id
498,Intensité de la pauvreté multidimensionnelle (A),intensite_A,socio_economic,"Intensité de la pauvreté multidimensionnelle (A). Niveau commune, 2024. Thème : socio_economic.",,"HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveau commune, 2024",2024.0,validé,socio_economic_pauvrete_communale_indice_global,long,valeur,intensite_A,territoire_id
499,Taux de vulnérabilité à la pauvreté multidimensionnelle,vulnerabilite,socio_economic,"Taux de vulnérabilité à la pauvreté multidimensionnelle. Niveau commune, 2024. Thème : socio_economic.",%,"HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveau commune, 2024",2024.0,validé,socio_economic_pauvrete_communale_indice_global,long,valeur,vulnerabilite,territoire_id
